id,date,rawContent,user,replyCount,retweetCount,likeCount,quoteCount,Roberta_neg,Roberta_neu,Roberta_pos
1649156381453295616,2023-04-20 21:01:35+00:00,@privilege_mufc We want maguire and de gea 6 year contracts,"{'username': 'kebby971', 'id': 965200937152339969, 'displayname': 'Kebby', 'rawDescription': '@spursofficial ⚽️ F1 🏎 Cricket 🏏 SPACE 🌏 ASTRONOMY 🔭Zimbo🇿🇼 Husband 🙋\u200d♂️', 'renderedDescription': '@spursofficial ⚽️ F1 🏎 Cricket 🏏 SPACE 🌏 ASTRONOMY 🔭Zimbo🇿🇼 Husband 🙋\u200d♂️', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2018, 2, 18, 12, 26, 50, tzinfo=datetime.timezone.utc), 'followersCount': 79274, 'friendsCount': 31503, 'statusesCount': 99498, 'favouritesCount': 97876, 'listedCount': 23, 'mediaCount': 14753, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1617245273931059201/ddRT4aBK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/965200937152339969/1670438177', 'label': None}",0,0,0,0,0.101519935,0.78409666,0.11438342
1649156381222600711,2023-04-20 21:01:35+00:00,"@khanyinsola00 He has to be…Scott Mctominay, Elanga, Maguire, Martial, Sancho, De Gea need to be considered critically for sales ..

The likes of Jones, Bailey need to be discarded already..","{'username': 'Ken_3dy', 'id': 1041968504, 'displayname': 'Chiemeka™', 'rawDescription': 'Sales/Business Landlord @Chowdeck || Ex- resident salesman @paystack || Ex-Banker @myaccessbank || I deal on Deals! || IG: @ken_3dy #MUFC||', 'renderedDescription': 'Sales/Business Landlord @Chowdeck || Ex- resident salesman @paystack || Ex-Banker @myaccessbank || I deal on Deals! || IG: @ken_3dy #MUFC||', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2012, 12, 28, 11, 27, tzinfo=datetime.timezone.utc), 'followersCount': 6282, 'friendsCount': 3667, 'statusesCount': 171561, 'favouritesCount': 2117, 'listedCount': 21, 'mediaCount': 3633, 'location': 'Lagos, Nigeria', 'protected': False, 'link': {'text': 'linkedin.com/in/kennedy-off…', 'url': 'http://linkedin.com/in/kennedy-offor-8ba71697', 'tcourl': 'https://t.co/vWiarf3hyL', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1647750368451870723/NTgdyHkw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1041968504/1678119387', 'label': None}",0,0,0,0,0.48370278,0.49319535,0.023101881
1649156379901411336,2023-04-20 21:01:35+00:00,"Manchester United should cash on Maguire, Lindelof, Martial and Sancho.","{'username': 'MasieTiro', 'id': 1626442700726669313, 'displayname': 'TiroMaleke', 'rawDescription': 'An idiot hacked my old account @TiroMaleke 🙄🤬', 'renderedDescription': 'An idiot hacked my old account @TiroMaleke 🙄🤬', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2023, 2, 17, 4, 46, 26, tzinfo=datetime.timezone.utc), 'followersCount': 196, 'friendsCount': 872, 'statusesCount': 364, 'favouritesCount': 209, 'listedCount': 0, 'mediaCount': 23, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1626443196698972162/NQkwjo6w_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,0.056981936,0.8614338,0.08158419
1649156378970169344,2023-04-20 21:01:35+00:00,"@UTDTrey Maguire, De Gea, Casemiro and Rashford against Sevilla 😂😂😂😂😂😂 https://t.co/ufJIWId1ov","{'username': 'clusterofhope5', 'id': 1622517818838388738, 'displayname': 'Wasif Anam', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2023, 2, 6, 8, 49, 41, tzinfo=datetime.timezone.utc), 'followersCount': 1, 'friendsCount': 23, 'statusesCount': 469, 'favouritesCount': 51, 'listedCount': 0, 'mediaCount': 64, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1622518025835671553/f5AI07Hm_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,0.2513674,0.6443604,0.10427219
1649156378831773696,2023-04-20 21:01:35+00:00,"@ManUtd Maguire is suspended for the next match so Fernandes will have to take over as captain. Fernandes is a much better captain in my opinion.

Not long until the summer clear out.","{'username': 'WalthamTom', 'id': 1402758369925120000, 'displayname': 'Tom Waltham', 'rawDescription': 'Mixed music personality, DJ and sportsman.', 'renderedDescription': 'Mixed music personality, DJ and sportsman.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 6, 9, 22, 44, 7, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 156, 'statusesCount': 139, 'favouritesCount': 112, 'listedCount': 0, 'mediaCount': 2, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1647611112270036994/SSFzAnLm_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1402758369925120000/1681656086', 'label': None}",0,0,0,0,0.12503739,0.49914357,0.37581903
1649156377829416962,2023-04-20 21:01:34+00:00,@ebrahimprv Maguire or ETH?,"{'username': 'yaraothmannnnn', 'id': 1546640896271294466, 'displayname': 'Yara', 'rawDescription': 'girl who likes fast cars', 'renderedDescription': 'girl who likes fast cars', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 7, 11, 23, 41, 50, tzinfo=datetime.timezone.utc), 'followersCount': 263, 'friendsCount': 408, 'statusesCount': 2634, 'favouritesCount': 2884, 'listedCount': 3, 'mediaCount': 104, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1646233689733447681/SOAb2Tpl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1546640896271294466/1677441117', 'label': None}",0,0,0,0,0.04394977,0.9132252,0.042825017
1649156377166721024,2023-04-20 21:01:34+00:00,"No vex
We forgot we still had Maguire in our squad.","{'username': 'Sahmorahno', 'id': 413801136, 'displayname': 'Apostolos', 'rawDescription': ""Industrial maintenance engineer | Lover of God's word | WebDev Enthusiast (one line of code at a time) | Graphic designer | Virtual Assistant"", 'renderedDescription': ""Industrial maintenance engineer | Lover of God's word | WebDev Enthusiast (one line of code at a time) | Graphic designer | Virtual Assistant"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2011, 11, 16, 8, 28, 50, tzinfo=datetime.timezone.utc), 'followersCount': 1106, 'friendsCount': 1263, 'statusesCount': 13140, 'favouritesCount': 22208, 'listedCount': 1, 'mediaCount': 469, 'location': 'Lagos', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1534166555654860800/4veg0_8E_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/413801136/1673095214', 'label': None}",0,0,0,0,0.14891012,0.66605043,0.18503946
1649156377158336512,2023-04-20 21:01:34+00:00,"@ManUtd Sabitzer is overrated.
Sancho needs to do more.
Maguire is a nightmare.
Weghoust is one of the worst signings that has ever played for Man Utd.
AWB had the worst game since his come back.
Casemiro has been off pace since coming back.
We need a lot of new players.","{'username': 'blcktrilionaire', 'id': 56808036, 'displayname': 'TrillzGee', 'rawDescription': 'Man Utd', 'renderedDescription': 'Man Utd', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 7, 14, 20, 35, 24, tzinfo=datetime.timezone.utc), 'followersCount': 1692, 'friendsCount': 2760, 'statusesCount': 6131, 'favouritesCount': 283462, 'listedCount': 11, 'mediaCount': 112, 'location': 'Toronto ', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1357418353560850436/sqahPjwL_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,0.91341096,0.07798562,0.008603513
1649156377149841410,2023-04-20 21:01:34+00:00,"@DesignerAsh87 It’s the right thing to do mate.
We need a striker and that will allow rashford to stay out on the left .
We need a cb to back up Varane &amp; Martinez and we need to bin flat pack &amp; maguire","{'username': 'giggsclass1', 'id': 1434568569614897154, 'displayname': 'giggsclass1', 'rawDescription': 'Love My Family Love My Life Love MUFC Simple as that.🇾🇪', 'renderedDescription': 'Love My Family Love My Life Love MUFC Simple as that.🇾🇪', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 9, 5, 17, 26, 27, tzinfo=datetime.timezone.utc), 'followersCount': 7743, 'friendsCount': 1908, 'statusesCount': 13600, 'favouritesCount': 14767, 'listedCount': 5, 'mediaCount': 1892, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1560931356158443521/IMmru3-D_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1434568569614897154/1678059152', 'label': None}",0,0,0,0,0.030902566,0.5708139,0.39828354
1649156377041076239,2023-04-20 21:01:34+00:00,"nah imagine how confusing it is to have Maguire as your captain, he can't even lift himself up let alone the whole team","{'username': 'stereographic07', 'id': 309192419, 'displayname': 'wanvertz ✪', 'rawDescription': ""I don't know where I'm going, but I'm on my way"", 'renderedDescription': ""I don't know where I'm going, but I'm on my way"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2011, 6, 1, 17, 51, 56, tzinfo=datetime.timezone.utc), 'followersCount': 357, 'friendsCount': 283, 'statusesCount': 146590, 'favouritesCount': 6601, 'listedCount': 1, 'mediaCount': 1709, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1487659350105952256/4XB9hQL9_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/309192419/1622323799', 'label': None}",0,0,0,0,0.84465504,0.14242882,0.012916099
1649156376843923456,2023-04-20 21:01:34+00:00,Luckily Maguire is suspensed in the FA cup...,"{'username': 'HappySangian', 'id': 2797307192, 'displayname': 'Happy Sangian', 'rawDescription': ""Cantona's 94 | Treble | Moscow Rain | Rooney's Bicycle | RvP's volley | LvG FA cup | Zlatan's header | 1st Europa League\n🔴⚪⚫"", 'renderedDescription': ""Cantona's 94 | Treble | Moscow Rain | Rooney's Bicycle | RvP's volley | LvG FA cup | Zlatan's header | 1st Europa League\n🔴⚪⚫"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2014, 9, 8, 5, 45, 42, tzinfo=datetime.timezone.utc), 'followersCount': 90, 'friendsCount': 330, 'statusesCount': 1345, 'favouritesCount': 11179, 'listedCount': 0, 'mediaCount': 47, 'location': 'Matungkas, Indonesia', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1579328758456397824/M114c1Dz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2797307192/1665376328', 'label': None}",0,0,0,0,0.03877345,0.5749056,0.38632098
1649156376290000897,2023-04-20 21:01:34+00:00,"Degea with two, maybe three clangers in that game and it’s Harry Maguire getting all the criticism 😂 #SEVMUN","{'username': 'AgentGrizzle', 'id': 27632801, 'displayname': 'AgentGrizzle ™ ©', 'rawDescription': ""99% of the time I'm thinking sports, movies, comedy, YouTube, blah, meh, how, huh, WTF, food and video games. The other 1% i’m usually asleep. Cool story, bro"", 'renderedDescription': ""99% of the time I'm thinking sports, movies, comedy, YouTube, blah, meh, how, huh, WTF, food and video games. The other 1% i’m usually asleep. Cool story, bro"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 3, 30, 13, 10, 44, tzinfo=datetime.timezone.utc), 'followersCount': 1344, 'friendsCount': 842, 'statusesCount': 40047, 'favouritesCount': 4967, 'listedCount': 21, 'mediaCount': 1674, 'location': 'London, United Kingdom', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1144912359267491841/FHtZr33G_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/27632801/1527347258', 'label': None}",0,0,0,0,0.45451906,0.4861074,0.059373464
1649156375774109697,2023-04-20 21:01:34+00:00,"Realistically need rid of Maguire, Lindelof sold for a better pair. New striker needed and a make or break season for Sancho. #MUFC","{'username': 'Marko_MUFC_', 'id': 1547941920457887750, 'displayname': 'Mark', 'rawDescription': 'opinions are my own💪 CR🐐', 'renderedDescription': 'opinions are my own💪 CR🐐', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 7, 15, 13, 51, 36, tzinfo=datetime.timezone.utc), 'followersCount': 2, 'friendsCount': 31, 'statusesCount': 47, 'favouritesCount': 13, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1596116345577431040/HZj4R__l_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1547941920457887750/1669379001', 'label': None}",0,0,0,0,0.097301856,0.8038702,0.09882794
1649156375421779969,2023-04-20 21:01:34+00:00,"@utdreport De Gea doesn't deserve that new contract.
Maguire should pack his bags. 
Horrible performance, no energy no hunger just flat.","{'username': 'TonysUtd', 'id': 1612000799152041984, 'displayname': 'TonysUtd', 'rawDescription': '#GGMU/FOLLOW BACK ALL UNITED FANS', 'renderedDescription': '#GGMU/FOLLOW BACK ALL UNITED FANS', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2023, 1, 8, 8, 22, 35, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 191, 'statusesCount': 73, 'favouritesCount': 278, 'listedCount': 0, 'mediaCount': 13, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1612002106877292545/zipoI83D_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1612000799152041984/1673166775', 'label': None}",0,0,0,0,0.9354024,0.058738414,0.005859253
1649156374171901952,2023-04-20 21:01:34+00:00,@ESPNnl Maguire the legend the hero!,"{'username': 'DaamArt006', 'id': 1519397544970883073, 'displayname': 'Damir Kostanjski', 'rawDescription': 'Persistent', 'renderedDescription': 'Persistent', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 4, 27, 19, 26, 32, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 28, 'statusesCount': 197, 'favouritesCount': 276, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1519397732741529601/cM28JVrW_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,0.0036703139,0.17191358,0.8244161
1649156373542846469,2023-04-20 21:01:33+00:00,"@UtdFaithfuls I will say and repeat, if Ten Hag manages to keep Degea, Maguire or Weghorst in the next season then he will be digging his own grave.","{'username': 'Tuffjosh25', 'id': 1580540910462541824, 'displayname': 'MAMLUKI', 'rawDescription': 'Reggae Roots Fan,Be strong always. Martial arts Enthusiast 🇰🇪🇧🇴.💚💛❤️', 'renderedDescription': 'Reggae Roots Fan,Be strong always. Martial arts Enthusiast 🇰🇪🇧🇴.💚💛❤️', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 10, 13, 12, 48, 30, tzinfo=datetime.timezone.utc), 'followersCount': 408, 'friendsCount': 412, 'statusesCount': 5965, 'favouritesCount': 1869, 'listedCount': 0, 'mediaCount': 88, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1580541098652581890/KRw8rX5__normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1580540910462541824/1670084556', 'label': None}",0,0,0,0,0.6511268,0.32509378,0.023779381
